"id","title","kana","cats","area","venue","venue_url","pref","start_date","end_date","date","dates","open_time","start_time","end_time","date_note","backup_date","status","rank","series_id","announced_date","is_additional","onsale_label","onsale_start","onsale_start_time","onsale_end","onsale_end_time","limited_sale","price","price_official","price_best","discount_pct","best_source","coupon_note","price_checked","price_condition","source","url","official_url","lat","lng","desc","note","parking","nearest_station"
"186","花のある暮らし ボタニカルアートとデザイン","","art","東京都・府中市","府中市美術館","https://www.city.fuchu.tokyo.jp/art/","tokyo","2026-09-19","2026-11-29","","","","","","","","","","","","","","","","","","","一般1000円（団体・前売800円）","1000","","","","","2026-09-22","","公式サイト","https://www.city.fuchu.tokyo.jp/art/tenrankai/kikakutenkaisai/2026_BotanicalArt.html","https://www.city.fuchu.tokyo.jp/art/","35.6838","139.4880","19世紀イギリスで隆盛したボタニカルアートを、『カーティス・ボタニカル・マガジン』やウェッジウッドの食器、ウィリアム・モリスの壁紙など工芸デザインと合わせて紹介する展覧会。10/10-12は市民文化の日で無料観覧。","","美術館近くの府中市臨時駐車場（無料）","京王線「東府中駅」北口徒歩17分、「府中駅」からバス約10分"
"187","郵便と／の美術","","art","東京都・府中市","府中市美術館","https://www.city.fuchu.tokyo.jp/art/","tokyo","2026-12-12","2027-02-21","","","10:00","","","開館時間: 10:00-17:00","","","","","","","","","","","","","一般800円（団体・前売640円）","800","","","","","2026-09-22","","公式サイト","https://www.city.fuchu.tokyo.jp/art/tenrankai/kikakutenkaisai/2026_PostalArt.html","","35.6838","139.4880","郵政博物館所蔵の切手・ポスト・郵便関連資料を通じて、近代日本における郵便と美術の関わりを紹介。明治時代の絵画から戦後美術に至るまで、美術と郵便の多様な関わりを展示。","","美術館近くの府中市臨時駐車場（無料）","京王線「東府中駅」北口徒歩17分、「府中駅」からバス約10分"
"188","水滸伝","","art","東京都・千代田区","東京ステーションギャラリー","https://www.ejrcf.or.jp/gallery/","tokyo","2026-09-19","2026-11-08","","","10:00","","","開館時間: 10:00-18:00（金曜は20:00まで）","","","","","","","","","","","","","一般1600円","1600","","","","","2026-09-22","高校・大学生1100円、中学生以下無料","公式サイト","https://www.ejrcf.or.jp/gallery/","https://www.ejrcf.or.jp/gallery/","35.6812","139.7671","中国の奇書『水滸伝』を主題に、豪傑たちの物語が日本でどのように絵画化・翻案されてきたかを、浮世絵から近代絵画、挿絵本まで幅広い作品でたどる展覧会。","","","JR東京駅丸の内北口直結、東京メトロ丸ノ内線「東京」駅徒歩約3分"
"189","ニコライ・アストルップ 創造する庭","","art","東京都・千代田区","東京ステーションギャラリー","https://www.ejrcf.or.jp/gallery/","tokyo","2026-11-21","2027-01-31","","","","","","","","","","","","","","","","","","","一般1600円","1600","","","","","2026-09-22","","公式サイト","https://www.ejrcf.or.jp/gallery/","https://www.ejrcf.or.jp/gallery/","35.6812","139.7671","ノルウェーの画家ニコライ・アストルップが故郷の庭や祭り、フィヨルドの風景を描いた作品群を紹介する、日本では数少ない本格的な回顧展。北欧の厳しい自然観と豊かな生活文化が色濃く映し出された風景画を中心に展示する。","","","JR東京駅丸の内北口直結、東京メトロ丸ノ内線「東京」駅徒歩約3分"
"190","方丈記に学ぶ –生きるを編み直す小さな建築–","","art","東京都・港区","21_21 DESIGN SIGHT","https://www.2121designsight.jp/","tokyo","2026-08-28","2027-01-11","","","","","","","","","","","","","","","","","","","1800","1800","","","","","2026-09-22","","公式サイト","https://www.2121designsight.jp/","https://www.2121designsight.jp/","35.6640","139.7301","13世紀の随筆『方丈記』に記された小さな建築「方丈の庵」を起点に、建築家・塚本由晴のディレクションで、現代の暮らしと構築環境を見つめ直す企画展。時代をこえて多くの実践を生み出してきた『方丈記』の思想から、移ろい続ける世の無常を前にした人間の生き方を探る。","","","都営大江戸線・東京メトロ日比谷線「六本木」駅、千代田線「乃木坂」駅徒歩5分（東京ミッドタウン内）"
"191","『My Birthday』展 80～90年代を席巻した占いカルチャー少女雑誌","","art","東京都・文京区","弥生美術館・竹久夢二美術館","https://www.yayoi-yumeji-museum.jp/","tokyo","2026-07-04","2026-09-27","","","","","","","","","","","","","","","","","","","一般1200円","1200","","","","","2026-09-22","","公式サイト","https://www.yayoi-yumeji-museum.jp/yayoi/exhibition/now.html","https://www.yayoi-yumeji-museum.jp/","35.7186","139.7614","1979年創刊の少女向け占いカルチャー誌『My Birthday』を特集し、まつざきあけみ・野崎ふみこらの表紙原画を多数展示。8月29日には元読者出身の漫画家を招くギャラリートークも開催し、当時のグッズも紹介する。","","駐車場なし（公共交通機関を利用）","地下鉄千代田線「根津駅」・南北線「東大前駅」徒歩7分"
"192","あなたも目利きに! 竹久夢二入門 展 ―夢二絵の見かた＆楽しみかた―","","art","東京都・文京区","弥生美術館・竹久夢二美術館","https://www.yayoi-yumeji-museum.jp/","tokyo","2026-07-04","2026-09-27","","","","","","","","","","","","","","","","","","","一般1200円","1200","","","","","2026-09-22","","公式サイト","https://www.yayoi-yumeji-museum.jp/yumeji/exhibition/now.html","https://www.yayoi-yumeji-museum.jp/","35.7186","139.7614","大正ロマンを象徴する画家・竹久夢二の作品を「10のキーワード」と「10の表現」という切り口で読み解く入門展。日本画から木版画、広告デザインまで幅広い夢二絵の魅力を、学芸員のギャラリートークとともに紹介する。","","駐車場なし（公共交通機関を利用）","地下鉄千代田線「根津駅」・南北線「東大前駅」徒歩7分"
"193","黒の躍動","","art","東京都・港区","岡本太郎記念館","http://www.taro-okamoto.or.jp/","tokyo","2026-07-17","2026-11-23","","","","","","","","","","","","","","","","","","","一般900円（団体800円）","900","","","","","2026-09-22","","公式サイト","http://www.taro-okamoto.or.jp/","http://www.taro-okamoto.or.jp/","35.6637","139.7146","岡本太郎の言葉「己れを滅びに導く、逆にそこに飛び込むんだ」を手がかりに、自らを死に直面させるような緊張感を伴う「黒」を用いた絵画・彫刻作品を集めた企画展。太郎の旧アトリエ兼住居だった館内で開催される。","2026年4月の価格改定後の料金","駐輪・駐車スペースなし","東京メトロ銀座線・千代田線・半蔵門線「表参道」駅徒歩8分"
"194","On the Asymmetry of the Universe / 宇宙の非対称性について","","exp","東京都・港区","teamLab Borderless 麻布台ヒルズ","","tokyo","2026-07-08","2026-10-08","","","","","","","","","","","","","","","","","","","来園日により変動制（公式のカレンダーで要確認）","5600","","","","","2026-09-22","","公式サイト","https://borderless.teamlab.art/jp/","https://borderless.teamlab.art/jp/","35.6641","139.7431","光と彫刻の新シリーズ『Asymmetric Existence』と『Chromatic Existence』を展示。実空間と鏡像空間に非対称に現れる光の彫刻作品と、空間全体が色の秩序で構成される彫刻体験作品。","","麻布台ヒルズ駐車場利用","東京メトロ日比谷線『神谷町駅』直結 5番出口 徒歩2分"
"195","特別展「大南極展」 南極観測70周年!! この夏、東京に南極がやってきた！","","exp|fam","東京都・江東区","日本科学未来館","https://www.miraikan.jst.go.jp/","tokyo","2026-07-01","2026-09-27","","","","","","","","","","","","","","","","","","","大人2000円（団体1800円）","2000","","","","","2026-09-22","","公式サイト","https://www.miraikan.jst.go.jp/exhibitions/spexhibition/dainankyokuten.html","https://www.miraikan.jst.go.jp/","35.6197","139.7766","南極観測70周年を記念し、本物の南極の氷や隕石に直接触れられる体験型特別展。34万年前の空気を含むアイスコアの実物展示や、強風と視界不良を再現したブリザード体験コーナーがあり、公式応援キャラクターはすみっコぐらし。","常設展も観覧可。ドームシアターは別料金（要予約）","","ゆりかもめ「東京国際クルーズターミナル駅」徒歩5分、「テレコムセンター駅」徒歩4分"
"196","勝利の女神：NIKKE コラボレーション","","ent","東京都・文京区","東京ドームシティ","","tokyo","2026-09-10","2026-10-18","","","","","","","","","","","","","","","","","","","コラボチケット当日2,800円/7,000円/10,000円（税込・特典内容により3段階）","","","","","","2026-09-22","","公式サイト","https://at-raku.com/event/nikke/index.html","https://at-raku.com/","","","モバイルゲーム『勝利の女神：NIKKE』とのコラボレーションイベント。銃声響く戦場でガンガールRPGの世界観を体験。キャラクターをモチーフにしたアトラクションが登場。","3段階のチケットは特典内容の違いによるもので代表額を一つに絞れないため price_official は空欄","",""
"197","TVアニメ「Dr.STONE」×Space Travelium TeNQ 企画展『ROAD TO THE MOON』","","exp","東京都・文京区","TeNQ 宇宙ミュージアム","https://www.tokyo-dome.co.jp/tenq/","tokyo","2026-07-18","2026-10-18","","","11:00","","","","","","","","","","","","","","","","平日2500円／土日祝3000円","3000","","","","","2026-09-22","","公式サイト","https://www.tokyo-dome.co.jp/tenq/event/","https://www.tokyo-dome.co.jp/tenq/","35.7056","139.7519","TVアニメ『Dr.STONE』とのコラボ企画展。物語の重要な舞台となる「月」をテーマに、宇宙旅行をコンセプトとするTeNQの世界観と作品を融合させた展示・フォトスポットを構成し、限定グッズも販売される。","","","JR「水道橋駅」西口、都営三田線「水道橋駅」A2出口、丸ノ内線・南北線「後楽園駅」2番出口すぐ（東京ドームシティ内）"
"198","リアル脱出ゲーム『カジノロワイヤルからの脱出』(リバイバル)","","ent","東京都・新宿区","東京ミステリーサーカス","https://mysterycircus.jp/","tokyo","2026-07-01","2026-10-12","","","11:30","","","","","","","","","","","","","","","","1人4200円～","4200","","","","","2026-09-22","","公式サイト","https://mysterycircus.jp/","https://mysterycircus.jp/","35.6953","139.7025","スパイになりきってカジノに潜入する人気シリーズのリバイバル上演。制限時間60分・最大6人参加の一斉スタート型リアル脱出ゲームで、解説を含めた所要時間は約100分。英語版もあり、団員（会員）向けの先行販売もある。","","駐車場なし","JR「新宿駅」東口徒歩7分、西武新宿線「西武新宿駅」徒歩2分"
"199","リアル脱出ゲーム×名探偵コナン『疾風の追走からの脱出』","","ent","東京都・新宿区","東京ミステリーサーカス","https://mysterycircus.jp/","tokyo","2026-07-02","2026-10-25","","","11:30","","","","","","","","","","","","","","","","1人3400円～","3400","","","","","2026-09-22","","公式サイト","https://mysterycircus.jp/","https://mysterycircus.jp/","35.6953","139.7025","名探偵コナンとのコラボ第2弾。カーチェイスをテーマにした制限時間60分・最大6人参加のリアル脱出ゲームで、10月25日まで開催。特集番組がTOKYO MXで放送されるなど話題を集め、団員向けの先行販売もある。","","駐車場なし","JR「新宿駅」東口徒歩7分、西武新宿線「西武新宿駅」徒歩2分"
"200","企画展「西望偉人伝」","","art","東京都・武蔵野市","井の頭自然文化園","https://www.tokyo-zoo.net/zoo/ino/","tokyo","2026-05-29","2027-04-04","","","","","","","","","","","","","","","","","","","入園料に含む","","","","","","","","公式サイト","https://www.kensetsu.metro.tokyo.lg.jp/jimusho/seibuk/inokashira/index.html","https://www.kensetsu.metro.tokyo.lg.jp/jimusho/seibuk/inokashira/index.html","35.7010","139.5747","彫刻家・北村西望が手がけた歴史上の偉人の肖像彫刻約20点を紹介する企画展「西望偉人伝」。加藤清正や天草四郎、孔子などのひな型(試作)を、制作にまつわるエピソードとともに彫刻館B館で約11カ月にわたり長期展示する。","","駐車場なし(周辺の民間駐車場や井の頭恩賜公園有料駐車場を利用)","JR中央線・総武線/京王井の頭線「吉祥寺駅」公園口(南口)徒歩約10分"
"201","横浜オクトーバーフェスト2026","","food|fest","神奈川県・中区","横浜赤レンガ倉庫","https://www.yokohama-akarenga.jp/","kanagawa","2026-09-18","2026-10-04","","","","","","","","","","","","","","","","","","","入場料500円（中学生以下無料）","500","","","","","2026-09-21","","公式サイト","","https://www.yokohama-akarenga.jp/","35.4534","139.6425","ドイツの伝統的なビール祭りが横浜で開催。樽生ビール、ドイツ料理、バイエルン音楽が楽しめる国際的な食の祭典。","","","みなとみらい線馬車道駅・日本大通り駅より徒歩約6分"
"202","観月会2026","","fest","神奈川県・中区","三溪園","https://www.sankeien.or.jp/","kanagawa","2026-09-25","2026-09-29","","","","","","","","","","","","","","","","","","","観月会自体は無料。入園料：大人（高校生以上）900円／子ども（小・中学生）200円が別途必要","900","","","","","2026-09-21","","公式サイト","","https://www.sankeien.or.jp/","35.4132","139.6653","秋の名月を楽しむ伝統的なイベント。三溪園の庭園から月を眺める和の風情を満喫できる。","夜間特別入園。中国茶ワークショップ等一部有料企画あり","正門隣接駐車場(乗用車2時間まで1,000円、以降30分ごと200円、1日上限なし／バス1台1,000円)",""
"203","えのすいまるごと大解剖展","","exp","神奈川県・藤沢市","新江ノ島水族館","https://www.enosui.com/","kanagawa","2026-07-03","2026-09-30","","","","","","","","","","","","","","","","","","","大人2,800円／高校生1,800円／小中学生1,300円／幼児（3歳以上）900円","2800","","","","","2026-09-21","","公式サイト","","https://www.enosui.com/","35.3098","139.4798","","","専用駐車場なし。周辺の湘南海岸公園中部駐車場（356台）等の有料駐車場を利用","小田急江ノ島線「片瀬江ノ島駅」徒歩3分"
"204","再オープン記念 没後10年 横須賀美術館コレクションによる島田章三展","","art","神奈川県・横須賀市","横須賀美術館","https://yokosuka-moa.jp/","kanagawa","2026-09-05","2026-11-03","","","","","","","","","","","","","","","","","","","一般1,200円／高大生・65歳以上1,000円／中学生以下無料（同料金で所蔵品展・谷内六郎館も観覧可）","1200","","","","","2026-09-21","","公式サイト","","https://yokosuka-moa.jp/","35.2884","139.6807","洋画家・島田章三の没後10年を記念し、館蔵の全130点から代表作を初めて全点展示","所蔵品展・谷内六郎館も観覧可","普通車120台、320円（1時間）以降30分160円（1日上限1,600円）","京急線「馬堀海岸」駅からバス約10分徒歩2分"
"205","再オープン記念 令和8年度第1期 谷内六郎展 月のひかり、星のきら","","art","神奈川県・横須賀市","横須賀美術館","https://yokosuka-moa.jp/","kanagawa","2026-09-05","2027-01-17","","","","","","","","","","","","","","","","","","","一般450円／高大生・65歳以上350円／中学生以下無料","450","","","","","2026-09-21","","公式サイト","","https://yokosuka-moa.jp/","35.2884","139.6807","","","普通車120台、320円（1時間）以降30分160円（1日上限1,600円）","京急線「馬堀海岸」駅からバス約10分徒歩2分"
"206","丸山純子展関連ワークショップ","","exp","神奈川県・横須賀市","横須賀美術館","https://yokosuka-moa.jp/","kanagawa","2026-09-13","2026-10-31","","","","","","","","","","","","","","","","","","","","","","","","","","","公式サイト","","https://yokosuka-moa.jp/","35.2884","139.6807","花の風景をつくろう、講師：丸山純子","当日先着20名","普通車120台、320円（1時間）以降30分160円（1日上限1,600円）","京急線「馬堀海岸」駅からバス約10分徒歩2分"
"207","みんなのアトリエ2026","","exp","神奈川県・横須賀市","横須賀美術館","https://yokosuka-moa.jp/","kanagawa","2026-09-19","2027-01-16","","","","","","","","","","","","","","","","","","","","","","","","","","","公式サイト","","https://yokosuka-moa.jp/","35.2884","139.6807","造形作家らによる実践ワークショップ","定員7組程度（1組5名まで）","普通車120台、320円（1時間）以降30分160円（1日上限1,600円）","京急線「馬堀海岸」駅からバス約10分徒歩2分"
"208","中学生のための美術鑑賞教室","","exp|fam","神奈川県・横須賀市","横須賀美術館","https://yokosuka-moa.jp/","kanagawa","2026-09-26","2026-10-24","","","","","","","","","","","","","","","","","","","無料","","","","","","","","公式サイト","","https://yokosuka-moa.jp/","35.2884","139.6807","学芸員による美術鑑賞教室","申込不要、当日集合場所に集合","普通車120台、320円（1時間）以降30分160円（1日上限1,600円）","京急線「馬堀海岸」駅からバス約10分徒歩2分"
"209","動物感謝祭","","fam","神奈川県・横浜市","野毛山動物園","https://www.hama-midorinokyokai.or.jp/zoo/nogeyama/","kanagawa","2026-09-01","2026-09-27","","","","","","","","","","","","","","","","","","","無料（野毛山動物園は入園無料）","","","","","","","","公式サイト","","https://www.hama-midorinokyokai.or.jp/zoo/nogeyama/","35.4470","139.6223","横浜の3動物園でこの1年に誕生・死亡した動物への感謝を込めたパネル展","野毛山動物園は入園料自体が無料","専用駐車場なし（近隣の有料駐車場を利用）","JR京浜東北線・地下鉄「桜木町」駅徒歩15分、京急線「日ノ出町」駅徒歩10分"
"210","ズーラシアフェス！～アジアの動物たち～","","fam","神奈川県・横浜市","よこはま動物園ズーラシア","https://www.hama-midorinokyokai.or.jp/zoo/zoorasia/","kanagawa","2026-10-01","2026-10-31","","","","","","","","","","","","","","","","","","","入園料のみ：大人800円／中人（高校生）300円／小人（小・中学生）200円、未就学児無料（追加料金の情報なし）","800","","","","","2026-09-21","","公式サイト","","https://www.hama-midorinokyokai.or.jp/zoo/zoorasia/","35.5194","139.5223","アジアの動物たちをテーマにした特別フェスティバル。様々なアジアの動物の生態を学べるプログラムと特別展示が開催される。","","2,200台、普通車1日1,000円(8月の土日祝ナイトズーラシア開催日は2,000円)","相鉄線「鶴ヶ峰」「三ツ境」駅またはJR横浜線・地下鉄「中山」駅からバス"
"211","国際レッサーパンダデー2026","","fam","神奈川県・横浜市","よこはま動物園ズーラシア","https://www.hama-midorinokyokai.or.jp/zoo/zoorasia/","kanagawa","2026-09-02","2026-09-28","","","","","","","","","","","","","","","","","","","入園料のみ：大人800円／中人（高校生）300円／小人（小・中学生）200円、未就学児無料","800","","","","","2026-09-21","","公式サイト","","https://www.hama-midorinokyokai.or.jp/zoo/zoorasia/","35.5194","139.5223","レッサーパンダの国際的な保全活動を紹介。パンダの生態と保護の重要性を学べる月間プログラム。","","8月土日祝の駐車料金は普通車1日1回2,000円","相鉄線鶴ケ峰駅・三ツ境駅／JR横浜線・市営地下鉄中山駅（いずれもバス利用）"
"212","横浜市繁殖センター特別公開","","fam","神奈川県・横浜市","よこはま動物園ズーラシア","https://www.hama-midorinokyokai.or.jp/zoo/zoorasia/","kanagawa","2026-10-03","2026-10-03","","","","","","","","","","","","","","","","","","","入園料のみ：大人800円／中人（高校生）300円／小人（小・中学生）200円、未就学児無料（別途参加費の情報なし）","800","","","","","2026-09-21","","公式サイト","","https://www.hama-midorinokyokai.or.jp/zoo/zoorasia/","35.5194","139.5223","動物の繁殖と育成の過程を見学できる特別公開。普段は見られない舞台裏の活動を知る貴重な機会。","","2,200台、普通車1日1,000円(8月の土日祝ナイトズーラシア開催日は2,000円)","相鉄線「鶴ヶ峰」「三ツ境」駅またはJR横浜線・地下鉄「中山」駅からバス"
"213","スマトラトラ・デルの誕生日イベント","","fam","神奈川県・横浜市","よこはま動物園ズーラシア","https://www.hama-midorinokyokai.or.jp/zoo/zoorasia/","kanagawa","2026-09-02","2026-09-28","","","","","","","","","","","","","","","","","","","入園料のみ：大人800円／中人（高校生）300円／小人（小・中学生）200円、未就学児無料","800","","","","","2026-09-21","","公式サイト","","https://www.hama-midorinokyokai.or.jp/zoo/zoorasia/","35.5194","139.5223","人気のスマトラトラ・デルの誕生日を祝うスペシャルイベント。トラの生態と保全についての教育プログラム。","","2,200台、普通車1日1,000円(8月の土日祝ナイトズーラシア開催日は2,000円)","相鉄線「鶴ヶ峰」「三ツ境」駅またはJR横浜線・地下鉄「中山」駅からバス"
"214","アクセスプログラム　ことばで一緒にみる鑑賞会","","art","神奈川県・横浜市","横浜美術館","https://yokohama.art.museum/","kanagawa","2026-10-13","2026-10-13","","","","","","","","","","","","","","","","","","","参加無料（要当日有効の観覧券）","","","","","","2026-09-21","","公式サイト","","https://yokohama.art.museum/","35.4564","139.6317","視覚や聴覚に障がいのある人など対象","","157台（屋内107・屋外50）、最初90分500円/以降30分ごと250円","みなとみらい線「みなとみらい」駅徒歩3分"
"215","MORI MORIひえひえ大作戦","","fam","神奈川県・相模原市","さがみ湖リゾート MORI MORI","","kanagawa","2026-06-27","2026-09-27","","","","","","","","","","","","","","","","","","","入園料：大人1,900円（ハイシーズン2,300円）／小人・シニア1,200円（ハイシーズン1,600円）※日程により変動、公式サイトで要確認","","","","","","2026-09-21","","公式サイト","","https://www.sagamiko-resort.jp/","","","","","",""
"216","クレヨンしんちゃん写真撮影会","","ent|fam","神奈川県・相模原市","さがみ湖リゾート MORI MORI","","kanagawa","2026-09-21","2026-10-12","","","","","","","","","","","","","","","","","","","撮影会参加費は無料（入園料別途：大人1,900円〜、ハイシーズン2,300円）","","","","","","2026-09-21","","公式サイト","","https://www.sagamiko-resort.jp/","","","","","",""
"217","鬼滅の刃×ユネッサン 箱根温泉譚 ～藤の花の休息～","キメツノヤイバユネッサンハコネオンセンタンフジノハナノキュウソク","ent|fam","神奈川県・箱根町","箱根小涌園ユネッサン","https://www.yunessun.com/","kanagawa","2026-07-18","2026-10-04","","","","","","","","","","","","","","","","","","","ユネッサン（水着ゾーン）大人2,500円～／こども1,400円～（日により変動する変動料金制、公式サイトで要確認）","","","","","","2026-09-21","","公式サイト","","https://www.yunessun.com/","35.2361","139.0392","屋内エリアには藤の花に囲まれた「藤の花の湯場」、屋外の岩風呂には炭治郎たちの死闘を再現した「無限城風呂」が登場するコラボ企画。サウナでは「藤の花の蒸気浴」と称した特別ロウリュも1日2回実施し、コラボドリンクや宿泊プランも用意する。","","第1駐車場180台・第2駐車場330台、平日1,300円/土日祝1,600円（2時間まで無料）","箱根登山バス・伊豆箱根バス「小涌園」バス停下車すぐ（箱根湯本駅からバス約20分）"
"218","モネ没後100年・開館25周年記念 あたらしい目―モネと21世紀の","","art","神奈川県・箱根町","ポーラ美術館","https://www.polamuseum.or.jp/","kanagawa","2026-06-17","2027-04-07","","","","","","","","","","","","","","","","","","","大人2,200円／大学生・高校生1,700円／中学生以下無料","2200","","","","","2026-09-21","","公式サイト","","https://www.polamuseum.or.jp/","35.2367","139.0247","","","","箱根登山電車「強羅駅」から無料送迎バス約8分"
"219","金銀雲母きら ―かがやきの日本美術―","","art","神奈川県・箱根町","岡田美術館","https://www.okada-museum.com/","kanagawa","2026-06-14","2026-12-06","","","","","","","","","","","","","","","","","","","一般・大学生2,800円／小中高生1,800円（庭園入園料は別途、現在無料）","2800","","","","","2026-09-21","","公式サイト","","https://www.okada-museum.com/","35.2404","139.0356","平安時代の経典・書跡を核に、桃山時代から現代までの絵画・書跡・やきもの・漆芸約40件で「金・銀・雲母」の輝きを追う展覧会。国指定重要美術品の「石山切」や俵屋宗達下絵・本阿弥光悦書の和歌色紙なども展示される。","","80台（うち身障者用2台）、美術館利用者は1回500円","箱根湯本駅からバス約20分「小涌園」下車すぐ"
"220","日本画の煌めき 秋の彩り","","art","神奈川県・箱根町","成川美術館","http://www.narukawamuseum.co.jp/","kanagawa","2026-07-16","2026-11-11","","","","","","","","","","","","","","","","","","","一般1,500円","1500","","","","","2026-09-21","","公式サイト","","http://www.narukawamuseum.co.jp/","35.2043","139.0258","芦ノ湖畔に建つ成川美術館が所蔵する昭和中期以降の現代日本画コレクションから、秋の彩りをテーマにした作品を厳選して展示する企画展。同時開催の栗原瑠璃華 吹きガラス展とあわせて同じ入館料で鑑賞できる、会期の長い秋の常連企画。","","無料駐車場（乗用車70台、大型バス15台）","箱根湯本駅からバス約35分「元箱根港」下車"
"221","無料ミニ企画 ちょこっとTARO 太郎のかわいい","","art","神奈川県・川崎市","川崎市岡本太郎美術館","https://www.taromuseum.jp/","kanagawa","2026-07-18","2026-12-06","","","","","","","","","","","","","","","","","","","無料","","","","","","","","公式サイト","","https://www.taromuseum.jp/","35.6110","139.5480","展示室が改修工事で休室中の同館が、工事の影響を受けない館内無料スペースで開催する無料ミニ企画の第2弾。「かわいい」をテーマに、岡本太郎が手がけた手のひらサイズの彫刻や家具・食器など約40点をギャラリースペースで紹介する。","","","小田急線「向ヶ丘遊園駅」南口徒歩約17分（生田緑地内）"
"222","開館15周年記念 ドラえもん～ん！願いをかなえるひみつ道具展（前期）","","ent|fam","神奈川県・川崎市","藤子・F・不二雄ミュージアム","https://fujiko-museum.com/","kanagawa","2026-07-01","2027-01-17","","","","","","","","","","","","","","","","","","","大人・大学生1,000円／高校・中学生700円／子ども（4歳以上）500円／3歳以下無料","1000","","","","","2026-09-21","","公式サイト","","https://fujiko-museum.com/","35.6136","139.5453","","","専用駐車場なし","小田急線・JR南武線「登戸駅」からシャトルバス約9分（徒歩の場合は向ヶ丘遊園駅・宿河原駅から）"
"223","入門！神奈川県立歴史博物館―県博の守り伝えていくコレクション―","","art","神奈川県・横浜市","神奈川県立歴史博物館","https://www.pref.kanagawa.jp/docs/b8v/index.html","kanagawa","2026-10-17","2026-12-13","","","","","","","","","","","","","","","","","","","20歳以上300円／20歳未満・学生200円／65歳以上・高校生100円／中学生以下・障害者手帳所持者無料","300","","","","","2026-09-21","","公式サイト","","https://www.pref.kanagawa.jp/docs/b8v/index.html","35.4472","139.6388","約1年9か月の改修休館を経て再開館する記念の特別展。展示ケースのガラスを反射防止フィルムに更新した新環境で、国指定重要文化財の甲冑4件を約20年ぶりに同時展示するほか、歌川広重の東海道五十三次9点なども公開する。","一般来館者用の駐車場・駐輪場はなし。公共交通機関の利用を推奨。","","みなとみらい線「馬車道」駅3番・5番出口徒歩1分"
"224","第50回三溪園俳句展","","art|fest","神奈川県・横浜市","三溪園","https://www.sankeien.or.jp/","kanagawa","2026-05-22","2026-10-19","","","","","","","","","","","","","","","","","","","俳句展の観覧は無料。入園料：大人（高校生以上）900円／子ども（小・中学生）200円が別途必要","900","","","","","2026-09-21","","公式サイト","","https://www.sankeien.or.jp/","35.4132","139.6653","50年の伝統を誇る俳句展。庭園の季節の美しさを詩に表現した作品展示。","","正門隣接駐車場(乗用車2時間まで1,000円、以降30分ごと200円、1日上限なし／バス1台1,000円)",""
"225","開園120周年記念 三溪園大茶会","","exp|fest","神奈川県・横浜市","三溪園","https://www.sankeien.or.jp/","kanagawa","2026-10-31","2026-11-01","","","","","","","","","","","","","","","","","","","18,000円（税込・五流派の呈茶券、点心代、三溪園入園料を含む）","18000","","","","","2026-09-21","","公式サイト","","https://www.sankeien.or.jp/","35.4132","139.6653","開園120周年を記念した2日間の大規模茶会。園内の複数の茶席をめぐりながら呈茶をいただける秋の恒例行事だが、今回の事前申込みは既に定員に達し受付終了（完売）となっており、当日の飛び入り参加はできない。","事前申込は完売済み","正門隣接駐車場(乗用車2時間まで1,000円、以降30分ごと200円、1日上限なし／バス1台1,000円)",""
"226","弘前大学津軽三味線サークル 横浜・三溪園公演2026","","ent","神奈川県・横浜市","三溪園","https://www.sankeien.or.jp/","kanagawa","2026-09-26","2026-09-26","","","","","","","","","","","","","","","","","","","公演自体は無料。入園料：大人（高校生以上）900円／子ども（小・中学生）200円が別途必要","900","","","","","2026-09-21","","公式サイト","","https://www.sankeien.or.jp/","35.4132","139.6653","弘前大学の学生サークルによる津軽三味線の演奏会。歴史ある日本庭園を背景に、伝統楽器の力強い演奏を通常の入園料のみで楽しめる、9月26日限定の1日公演として三溪園の園内特設ステージで開催される特別な公演。","","正門隣接駐車場(乗用車2時間まで1,000円、以降30分ごと200円、1日上限なし／バス1台1,000円)",""
"227","銅版画家・駒井哲郎 掌上にひろがる星座のように","","art","神奈川県・葉山町","神奈川県立近代美術館 葉山","https://www.moma.pref.kanagawa.jp/hayama/","kanagawa","2026-09-12","2026-11-15","","","","","","","","","","","","","","","","","","","一般1,200円（団体1,100円）／20歳未満・学生1,050円（950円）／65歳以上600円／高校生100円、中学生以下・障害者手帳をお持ちの方は無料","1200","","","","","2026-09-21","","公式サイト","","https://www.moma.pref.kanagawa.jp/hayama/","35.2760","139.5800","日本の版画史に重要な足跡を残した銅版画家・駒井哲郎の回顧展。世田谷美術館の福原義春コレクションを中心に、これまで紹介機会の少なかった初期油彩や初公開となる絵本挿絵原画、影響を受けたルドン作品などを展示する。","","普通車48台、時間制400円（7-8月は1,000円、夏の土日祝等は1,500円）、企画展観覧券で1時間無料","JR「逗子」駅・京急「逗子・葉山」駅からバス約18〜20分「三ヶ丘・神奈川県立近代美術館前」下車"
"228","全国ふるさとフェア２０２６","","food|fest","神奈川県・中区","横浜赤レンガ倉庫","https://www.yokohama-akarenga.jp/","kanagawa","2026-10-31","2026-11-03","","","","","","","","","","","","","","","","","","","無料","","","","","","","","公式サイト","","https://www.yokohama-akarenga.jp/","35.4534","139.6425","日本全国の地域グルメと特産品が集まるフェア。それぞれの地域の味わいを一堂に楽しめる食の交流イベント。","","","みなとみらい線馬車道駅・日本大通り駅より徒歩約6分"
