"id","title","kana","genre","screening_type","area","theater","theater_url","pref","release_date","end_date","date","dates","open_time","start_time","end_time","date_note","backup_date","status","rank","series_id","announced_date","is_additional","onsale_label","onsale_start","onsale_start_time","onsale_end","onsale_end_time","limited_sale","price","price_official","price_best","discount_pct","best_source","coupon_note","price_checked","price_condition","source","url","official_url","lat","lng","desc","note"
"107","よき谷の物語","","foreign","new","神奈川県・横浜市中区","横浜シネマリン","https://cinemarine.co.jp/","kanagawa","2026-09-05","","","","","","","","","","","","","","","","","","","","一般1,900円/会員・大専・シニア1,300円/高校生以下800円","1900","","","","","2026-09-17","","横浜シネマリン公式","https://cinemarine.co.jp/","","35.4420","139.6375","スペインの名匠ホセ・ルイス・ゲリン、10年ぶりの新作長編。行ったことがないのに懐かしいある土地と人々の物語。",""
"108","爆音映画祭 in ユナイテッド・シネマ アクアシティお台場 vol.15","","foreign|jp-live","special|festival","東京都・港区","ユナイテッド・シネマ アクアシティお台場","https://www.unitedcinemas.jp/odaiba/","tokyo","2026-10-26","2026-11-04","","","","","","","","","","","","","","","","","","","要問合せ(通常鑑賞料金に準ずる想定)","","","","","","","","爆音映画祭公式","https://www.bakuon-bb.net/","https://www.bakuon-bb.net/","35.6267","139.7746","映画・音楽評論家の樋口泰人が手がける、コンサート仕様の大音量スピーカーで映画を体感する上映イベント。お台場を舞台にした第15回目の開催で、期間中は複数作品を爆音上映する。","上映作品ラインナップの詳細は公式サイトで順次発表"
"109","仮面ライダーカブト 20th 天を継ぐもの","","tokusatsu","new","東京都・新宿区","新宿バルト9","","tokyo","2026-11-06","","","","","","","","","","","","","","","","","","","","要問合せ","1800","","","","","2026-08-27","","映画.com","https://eiga.com/movie/105953/","https://www.toei-video.co.jp/vcinext-kabuto/","35.6938","139.7036","『仮面ライダーカブト』20周年を記念したVシネクスト完全新作。20年後の世界を舞台に、オリジナルキャスト6名が集結する期間限定劇場上映。",""
"110","機動警察パトレイバー EZY File 2","","anime","new|special","東京都・新宿区","新宿ピカデリー","https://www.smt-cinema.com/site/shinjuku_p/","tokyo","2026-08-14","","","","","","","8/15舞台挨拶付き上映あり","","","","","","","","","","","","","通常料金は要問合せ/8月15日舞台挨拶付き上映は2,800円均一","","","","","","","","映画.com","https://ezy.patlabor.tokyo/news/221/","https://ezy.patlabor.tokyo/","35.6928","139.7025","「機動警察パトレイバーEZY」シリーズ第2弾。8月15日には新宿ピカデリーで出渕裕監督・上坂すみれ・千葉繁ら登壇の公開記念舞台挨拶を2回開催する。","舞台挨拶付き上映は前売完売の可能性あり、詳細は公式サイト要確認"
"111","八月の杜","","jp-live","new","東京都・新宿区","K's cinema","https://www.ks-cinema.com/","tokyo","2026-08-22","","","","","","","","","","","","","","","","","","","","要問合せ","","","","","","","","シネマトゥデイ","https://8mori.com/","https://8mori.com/","35.6935","139.7048","東京大空襲で記憶を失った女性が、死期を悟りながら春季慰霊大法要で自らの過去と向き合うヒューマンドラマ。烏丸せつこ主演。K's cinemaでの上映を皮切りに全国順次公開。",""
"112","星の時 4K","","foreign","new","神奈川県・横浜市中区","横浜シネマリン","https://cinemarine.co.jp/","kanagawa","2026-08-29","","","","","","","","","","","","","","","","","","","","一般1,900円/会員・大専・シニア1,300円/高校生以下800円","1900","1500","21","全国共通特別鑑賞券（前売り）","","2026-08-27","公開日前日までの購入（劇場受付・オンラインショップにて発売中）","横浜シネマリン公式","https://cinemarine.co.jp/","https://cinemarine.co.jp/hoshinotoki/","35.4420","139.6375","20世紀ブラジル文学の異才クラリッセ・リスペクトルの遺作を映画化した伝説的作品。1985年制作、40年の時を経て日本初公開となる4Kレストア版。","全国共通特別鑑賞券1,500円を劇場受付で販売中(特典:ホログラム特製ポストカード)"
"113","トイ・ストーリー5","","foreign|fam","new","千葉県・千葉市美浜区","TOHOシネマズ|109シネマズ|ユナイテッド・シネマ|イオンシネマ|MOVIX","https://www.aeoncinema.com/cinema/makuhari/","chiba","2026-07-03","","","","","","","","","","","","","","","","","","","","要問合せ","","","","","","","","ディズニー公式","https://eiga.com/movie/104002/","https://www.disney.co.jp/movie/toy5","35.6480","140.0349","日本公開30周年を迎えるピクサー看板シリーズ最新作。タブレットなど現代のテクノロジーという新たな脅威を前に、ウッディとバズが再び手を取り合う。","実行日時点で公開から1カ月、上映終了時期は劇場により異なるため要確認"
"114","仮面ライダーゼッツ＆超宇宙刑事ギャバン インフィニティ Wヒーロー夏映画2026","","tokusatsu","new","東京都・千代田区","TOHOシネマズ","https://www.tohotheater.jp/theater/081/","tokyo","2026-07-24","","","","","","","","","","","","","","","","","","","","一般2,200円/大学生1,500円/高校生以下1,000円(目安)","","","","","","","","東映株式会社","https://zeztz-gavan-26movie.com/","https://zeztz-gavan-26movie.com/","35.6748","139.7595","「仮面ライダーゼッツ」と「超宇宙刑事ギャバン インフィニティ」の劇場版を2本立てで上映するWヒーロー夏映画。入場者特典で限定フォームが順次解禁される。",""
"115","だぁれかさんとアソぼ？","","jp-live","new","埼玉県・さいたま市浦和区","ユナイテッド・シネマ|109シネマズ|イオンシネマ","https://www.unitedcinemas.jp/urawa/","saitama","2026-07-24","","","","","","","","","","","","","","","","","","","","要問合せ","","","","","","","","映画.com","https://eiga.com/movie/105899/","https://movies.shochiku.co.jp/darekasantoasobo-movie/","35.8617","139.6547","清水崇監督最新作の学園ホラー。絶対にやってはいけない遊びを実行してしまった心理カウンセラーの姉妹が恐怖の連鎖に引きずり込まれる。FRUITS ZIPPERの鎮西寿々歌が単独初主演。",""
"116","映画クレヨンしんちゃん 奇々怪々！オラの妖怪バケ～ション","","anime|fam","new","東京都・千代田区","TOHOシネマズ","https://www.tohotheater.jp/","tokyo","2026-07-31","","","","","","","","","","","","","","","","","","","","一般2,200円/大学生1,500円/高校生以下1,000円(目安、劇場により異なる)","","","","","","","","シネマトゥデイ","https://eiga.com/movie/105228/","https://shinchan-movie.com/","35.6748","139.7595","クレヨンしんちゃん劇場版最新作。妖怪をテーマにした夏休み恒例のファミリー向けアニメ映画で、入場者プレゼントとして「天狗しんちゃん プニプニおしりだまシール」を配布。","入場者プレゼントは数量限定"
"117","スパイダーマン：ブランド・ニュー・デイ","","foreign","new","東京都・千代田区","TOHOシネマズ|109シネマズ|イオンシネマ|ユナイテッド・シネマ","https://www.tohotheater.jp/theater/081/","tokyo","2026-07-31","","","","","","","","","","","","","","","","","","","","一般2,200円/大学生1,500円/高校生以下1,000円(目安、IMAXは別途追加)","","","","","","","","ソニー・ピクチャーズ公式","https://eiga.com/movie/102846/","https://spiderman-movie.jp/","35.6748","139.7595","MCUスパイダーマン実写シリーズ第4弾。トム・ホランド、ゼンデイヤが続投。TOHOシネマズ・109シネマズ・イオンシネマ・ユナイテッド・シネマ等でIMAX上映を含め公開中。",""
"118","開戦前夜","","jp-live|doc","new","栃木県・宇都宮市","TOHOシネマズ|MOVIX|イオンシネマ","https://www.smt-cinema.com/site/utsunomiya/","tochigi","2026-07-31","","","","","","","","","","","","","","","","","","","","要問合せ","","","","","","","","映画ナタリー","https://eiga.com/movie/105306/","https://kaisenzenya.com/","36.4907","139.9065","猪瀬直樹のノンフィクション「昭和16年夏の敗戦」原案。NHKスペシャルのドラマパートに約40分を追加した完全版。石井裕也監督、池松壮亮主演。",""
"119","あの星が降る丘で、君とまた出会いたい。","","jp-live","new","埼玉県・富士見市","TOHOシネマズ|109シネマズ|イオンシネマ|ユナイテッド・シネマ|MOVIX|T・ジョイ|USシネマ","https://www.unitedcinemas.jp/urawa/","saitama","2026-08-07","","","","","","","","","","","","","","","","","","","","一般2,200円/大学生1,500円/高校生以下1,000円(目安、劇場により異なる)","","","","","","","","映画.com","https://eiga.com/movie/104441/","https://eiga.com/movie/104441/","35.8462","139.5460","350万人が涙した『あの花が咲く丘で、君とまた出会えたら。』待望の続編・完結編。福原遥主演、時空を超えたラブストーリーの結末を描く。",""
"120","ミニオンズ＆モンスターズ","","anime|fam|foreign","new","千葉県・市川市","TOHOシネマズ|109シネマズ|イオンシネマ|ユナイテッド・シネマ|MOVIX|T・ジョイ|USシネマ","https://www.aeoncinema.com/cinema/makuhari/","chiba","2026-08-07","","","","","","","","","","","","","","","","","","","","一般2,200円/大学生1,500円/高校生以下1,000円(目安、劇場により異なる)","","","","","","","","映画.com","https://eiga.com/movie/105870/","https://eiga.com/movie/105870/","35.7241","139.9207","イルミネーション制作、2022年『ミニオンズ フィーバー』から4年ぶりの最新作。舞台はハリウッド。日本語吹替版に松平健、山寺宏一が参加。配給は東宝東和。",""
"121","実写映画『ブルーロック』","","jp-live","new","東京都・千代田区","TOHOシネマズ|109シネマズ|イオンシネマ|ユナイテッド・シネマ|MOVIX|T・ジョイ|USシネマ","https://www.tohotheater.jp/","tokyo","2026-08-07","","","","","","","","","","","","","","","","","","","","一般2,200円/大学生1,500円/高校生以下1,000円(目安、劇場により異なる)","","","","","","","","映画.com","https://bluelock-movie.jp/","https://bluelock-movie.jp/","35.6749","139.7599","累計6000万部突破の人気サッカー漫画を実写化。高橋文哉主演、瀧悠輔監督。IMAX同時公開、主題歌はAdoの「モンストロ」。配給は東宝。",""
"122","プリミティヴ・ウォー 恐竜戦争","","foreign","new","東京都・渋谷区","ヒューマントラストシネマ","https://www.humantrustcinema.jp/shibuya/","tokyo","2026-08-07","","","","","","","","","","","","","","","","","","","","要問合せ","","","","","","","","映画.com","https://eiga.com/movie/106040/","https://eiga.com/movie/106040/","35.6592","139.6989","1968年ベトナム戦争下のジャングルで恐竜の大群に遭遇する米軍を描くオーストラリア製サバイバルアクション。133分、PG12指定。ヒューマントラストシネマ渋谷等で先行公開。",""
"123","レディ・オア・ノット2","","foreign","new","神奈川県・藤沢市","TOHOシネマズ|109シネマズ|イオンシネマ|ユナイテッド・シネマ|MOVIX|T・ジョイ|USシネマ","https://www.unitedcinemas.jp/urawa/","kanagawa","2026-08-14","","","","","","","","","","","","","","","","","","","","一般2,200円/大学生1,500円/高校生以下1,000円(目安、劇場により異なる)","","","","","","","","映画.com","https://www.searchlightpictures.jp/movies/readyornot2","https://www.searchlightpictures.jp/movies/readyornot2","35.3390","139.4460","サマラ・ウィービング続投。花嫁グレースが大富豪一族の覇権争いに巻き込まれるサバイバルホラー続編。108分、R15+。配給はサーチライト・ピクチャーズ。",""
"124","しらぬひ","","anime","new","埼玉県・さいたま市浦和区","ユナイテッド・シネマ","https://www.unitedcinemas.jp/urawa/","saitama","2026-08-21","","","","","","","","","","","","","","","","","","","","要問合せ","","","","","","","","アニメ！アニメ！","https://gaga.ne.jp/shiranuhi/","https://gaga.ne.jp/shiranuhi/","35.8617","139.6547","「君の名は。」制作のコミックス・ウェーブ・フィルムが手がける上映時間35分の短編アニメ。1996年夏の熊本を舞台に、酒に溺れる父と暮らす少年が海に浮かぶ光「しらぬひ」に祈りを捧げる。青葉市子が音楽・主題歌を担当。",""
"125","時には懺悔を","","jp-live","new","栃木県・宇都宮市","TOHOシネマズ|109シネマズ|イオンシネマ|ユナイテッド・シネマ|MOVIX|T・ジョイ|USシネマ","https://www.unitedcinemas.jp/urawa/","tochigi","2026-08-28","","","","","","","","","","","","","","","","","","","","一般2,200円/大学生1,500円/高校生以下1,000円(目安、劇場により異なる)","2200","1600","","ムビチケ前売券","","2026-08-27","公開日前日までの購入","映画.com","https://www.tokizan.jp","https://www.tokizan.jp","36.5580","139.9280","中島哲也監督最新作。西島秀俊・満島ひかり主演、打海文三の同名小説が原作。128分。配給はソニー・ピクチャーズ。",""
"126","顔－かお－","","foreign","new","東京都・千代田区","ヒューマントラストシネマ","https://www.humantrustcinema.jp/shibuya/","tokyo","2026-08-28","","","","","","","","","","","","","","","","","","","","要問合せ","","","","","","2026-08-27","","映画.com","https://kao-movie.com/","https://kao-movie.com/","35.6750","139.7630","韓国のヨン・サンホ監督（『新感染』）作品。失踪から40年後、白骨遺体となった母の秘密を息子が追うサスペンス・ミステリー。103分。新宿武蔵野館等で先行公開。",""
"127","劇場版 魔法少女まどか☆マギカ〈ワルプルギスの廻天〉","","anime","new","埼玉県・久喜市","TOHOシネマズ|109シネマズ|イオンシネマ|ユナイテッド・シネマ|MOVIX|T・ジョイ|USシネマ","https://www.smt-cinema.com/site/saitama/","saitama","2026-08-28","","","","","","","","","","","","","","","","","","","","一般2,200円/大学生1,500円/高校生以下1,000円(目安、劇場により異なる)","2200","1600","","ムビチケカード型前売券","","2026-08-27","公開日前日までの購入","映画.com","https://www.madoka-magica.com/wr/","https://www.madoka-magica.com/wr/","36.0263","139.5680","2013年『叛逆の物語』に続くシリーズ最新作。新房昭之総監督、虚淵玄脚本、シャフト制作。度重なる延期を経て公開に至った完結編。",""
"128","私はあなたを知らない、","","jp-live","new","茨城県・つくば市","USシネマ","https://uscinemas.jp/category/tsukuba/","ibaraki","2026-08-28","","","","","","","","","","","","","","","","","","","","要問合せ","","","","","","2026-08-27","","oricon","https://watashiramovie.com/","https://watashiramovie.com/","36.0349","140.1330","坂口健太郎主演、中野量太監督による日仏共同製作のヒューマンサスペンス。堀田真由・滝藤賢一・原田美枝子らが共演し、人を愛し赦すことをテーマに描く。",""
"129","シェルター","","foreign","new","群馬県・高崎市","イオンシネマ","https://www.aeoncinema.com/cinema/takasaki/","gunma","2026-08-28","","","","","","","","","","","","","","","","","","","","要問合せ","","","","","","","","シネマトゥデイ","https://eiga.com/movie/105507/","https://kinofilms.jp/movies/shelter/","36.3910","139.0066","ジェイソン・ステイサム最新作のリベンジ・スパイ・アクション。スコットランド沖の孤島の灯台で暮らす元特殊部隊員が、救った少女とともにイギリス政府に追われながら逃げ回る。",""
"130","ハリー・ポッターと賢者の石（公開25周年記念再上映）","","foreign","new","群馬県・高崎市","TOHOシネマズ|109シネマズ|イオンシネマ|ユナイテッド・シネマ|MOVIX|T・ジョイ|USシネマ","https://www.unitedcinemas.jp/urawa/","gunma","2026-08-28","","","","","","","期間限定再上映","","","","","","","","","","","","","要問合せ(通常興行料金と異なる場合あり)","","","","","","","","ワーナー・ブラザース公式","https://eigakan.org/theaterpage/schedule.php?t=harrypotter25thann","https://www.warnerbros.co.jp/news/om48k6z7-mb/","36.3913","139.0062","公開25周年を記念した全国規模の期間限定再上映。2D吹替・IMAX3D吹替・Dolby Cinema 3D字幕・4DX/MX4D等のプレミアムフォーマットに対応し、本編後に初公開ボーナス映像も上映。",""
"131","SEKIRO: NO DEFEAT","","anime","new","千葉県・印西市","TOHOシネマズ|109シネマズ|イオンシネマ|ユナイテッド・シネマ|MOVIX|T・ジョイ","","chiba","2026-09-04","","","","","","","","","","","","","","","","","","","","一般2,200円/大学生1,500円/高校生以下1,000円(目安、劇場により異なる)","2200","1600","","ムビチケカード","","2026-08-27","公開日前日までの購入","映画.com","https://eiga.com/movie/105845/","https://sekiro-anime.jp/","35.8026","140.1112","フロム・ソフトウェアのアクションゲーム「SEKIRO」を原作にした完全手描き2Dアニメ映画。制作はQzil.la。3週間限定上映、PG12指定。",""
"132","バックルームズ","","foreign","new","茨城県・水戸市","TOHOシネマズ","https://www.tohotheater.jp/theater/025/","ibaraki","2026-09-04","","","","","","","","","","","","","","","","","","","","要問合せ","","","","","","","","映画ナタリー","https://eiga.com/movie/106287/","","36.3740","140.3584","YouTube発の都市伝説「The Backrooms」を映画化したA24製作のホラー。世界44か国で興行成績1位を記録した話題作で、日本公開版は本編後に16分の新規映像を追加。",""
"133","最終楽章 響け！ユーフォニアム 後編","","anime","new","埼玉県・久喜市","TOHOシネマズ|109シネマズ|イオンシネマ|ユナイテッド・シネマ|MOVIX|T・ジョイ|USシネマ","https://www.smt-cinema.com/site/saitama/","saitama","2026-09-11","","","","","","","","","","","","","","","","","","","","一般2,200円/大学生1,500円/高校生以下1,000円(目安、劇場により異なる)","2200","1600","","ムビチケ前売券","","2026-08-27","公開日前日までの購入","映画.com","https://anime-eupho.com/","https://anime-eupho.com/","36.0263","139.5680","「響け！ユーフォニアム」シリーズ最終楽章の後編。配給は松竹。吹奏楽部員たちの物語のフィナーレを描く。",""
"134","映画「宇宙なんちゃら こてつくん」うっかり出てきた宇宙人を探せ！","","anime|fam","new","東京都・板橋区","イオンシネマ","https://www.aeoncinema.com/cinema/takasaki/","tokyo","2026-09-11","","","","","","","","","","","","","","","","","","","","要問合せ","","","","","","","","キネマ旬報WEB","https://space--academy.com/eiga.html","https://space--academy.com/eiga.html","35.7704","139.6611","にしむらゆうじ原作WEB漫画の映画化。NHK・JAXA提供の実写宇宙映像とアニメを融合したオリジナルストーリー。主題歌は中川翔子。上映時間約50分。","ムビチケ前売券（オンライン）大人・大学生1,400円/小人・中高生・シニア900円、購入特典（デジタルカード＋スマホ壁紙）あり"
"135","オデュッセイア","","foreign","new","群馬県・高崎市","TOHOシネマズ|109シネマズ|イオンシネマ|ユナイテッド・シネマ|MOVIX|T・ジョイ|USシネマ","https://www.tohotheater.jp/theater/081/","gunma","2026-09-11","","","","","","","","","","","","","","","","","","","","一般2,200円/大学生1,500円/高校生以下1,000円(目安、劇場により異なる)","2200","1600","","ムビチケ前売券","","2026-08-27","公開日前日までの購入","映画.com","https://odyssey-film.jp/","https://odyssey-film.jp/","36.3300","139.0050","クリストファー・ノーラン監督、長編映画史上初の全編IMAXフィルム撮影作。マット・デイモン、トム・ホランド、アン・ハサウェイら出演。172分、IMAX上映が目玉。",""
"136","ルックバック（実写版）","","jp-live","new","神奈川県・川崎市幸区","TOHOシネマズ|109シネマズ|イオンシネマ|ユナイテッド・シネマ|MOVIX|T・ジョイ|USシネマ","https://www.unitedcinemas.jp/urawa/","kanagawa","2026-09-11","","","","","","","","","","","","","","","","","","","","一般2,200円/大学生1,500円/高校生以下1,000円(目安、劇場により異なる)","","","","","","","","映画.com","https://eiga.com/movie/105185/","https://eiga.com/movie/105185/","35.5314","139.6934","藤本タツキ原作漫画の実写化。是枝裕和が監督・脚本・編集を務める。出口夏希、蒔田彩珠主演。2024年公開のアニメ映画版とは別の実写化作品。",""
"137","踊る大捜査線 N.E.W. メトロポリスを駆け抜けろ！","","jp-live","new","東京都・新宿区","TOHOシネマズ|109シネマズ|イオンシネマ|ユナイテッド・シネマ|MOVIX|T・ジョイ|USシネマ","https://www.tohotheater.jp/theater/081/","tokyo","2026-09-18","","","","","","","","","","","","","","","","","","","","一般2,200円/大学生1,500円/高校生以下1,000円(目安、劇場により異なる)","","","","","","","","映画.com","https://odoru.com/odorunew/news.html","https://odoru.com/odorunew/news.html","35.6954","139.7018","織田裕二演じる青島俊作が念願の捜査一課となり、再び現場へ。監督は本広克行。出演は織田裕二、趣里、白洲迅、佐々木蔵之介、増田貴久。",""
"138","八つ墓村（2026）","","jp-live","new","千葉県・千葉市中央区","TOHOシネマズ|109シネマズ|イオンシネマ|ユナイテッド・シネマ|MOVIX|T・ジョイ|USシネマ","https://www.unitedcinemas.jp/urawa/","chiba","2026-09-18","","","","","","","","","","","","","","","","","","","","一般2,200円/大学生1,500円/高校生以下1,000円(目安、劇場により異なる)","","","","","","","","映画.com","https://www.shochiku.co.jp/cinema/lineup/yatsuhakamura/","https://www.shochiku.co.jp/cinema/lineup/yatsuhakamura/","35.5810","140.1290","横溝正史「金田一耕助ファイル」の完全新作リメイク。清水崇監督、新・金田一耕助役に尾上松也。配給はソニー・ピクチャーズ/松竹。",""
"139","映画名探偵プリキュア！不思議な庭と2人の秘密","","anime|fam","new","埼玉県・さいたま市大宮区","TOHOシネマズ|109シネマズ|イオンシネマ|ユナイテッド・シネマ|MOVIX|T・ジョイ|USシネマ","https://www.unitedcinemas.jp/urawa/","saitama","2026-09-18","","","","","","","","","","","","","","","","","","","","一般2,200円/大学生1,500円/高校生以下1,000円(目安、劇場により異なる)","2200","1600","","ムビチケ前売券","","2026-08-27","公開日前日までの購入（一般）","映画.com","https://2026.precure-movie.com/","https://2026.precure-movie.com/","35.8947","139.6361","東映配給プリキュアシリーズ最新作。テレビシリーズで正体判明のキュアエクレールも登場し、「キミプリ」「わんぷり」のプリキュアと共演する。",""
"140","モネと時間旅行","","foreign","new","東京都・千代田区","ヒューマントラストシネマ","https://www.humantrustcinema.jp/yurakucho/","tokyo","2026-09-18","","","","","","","","","","","","","","","","","","","","要問合せ","","","","","","2026-08-27","","映画.com","https://monetojikan.com/","https://monetojikan.com/","35.6750","139.7630","セドリック・クラピッシュ監督。モネ没後100年、遺された屋敷と1枚の絵画をめぐる家族の謎を描く。ベル・エポックと現代を行き来する物語、126分。",""
"141","ワンオペレーション","","foreign","new","東京都・渋谷区","ヒューマントラストシネマ","https://www.humantrustcinema.jp/shibuya/","tokyo","2026-09-18","","","","","","","","","","","","","","","","","","","","要問合せ","","","","","","2026-08-27","","映画.com","https://synca.jp/oneoperation/","https://synca.jp/oneoperation/","35.6592","139.6989","A24製作、第75回ベルリン国際映画祭銀熊賞受賞。ローズ・バーン主演、育児・家事・仕事を一人で担う「ワンオペ」問題を描くスリラー×ダークコメディ。",""
"142","アベンジャーズ／エンドゲーム：アンコール","","foreign|tokusatsu","new","栃木県・宇都宮市","TOHOシネマズ|109シネマズ|イオンシネマ|ユナイテッド・シネマ|MOVIX|T・ジョイ|USシネマ","https://www.unitedcinemas.jp/urawa/","tochigi","2026-09-23","2026-10-08","","","","","","期間限定","","","","","","1","","","","","","","要問合せ","","","","","","","","マーベル公式","https://marvel.disney.co.jp/movie/avengers-doomsday/news/20260730_01","https://marvel.disney.co.jp/movie/avengers-doomsday/news/20260730_01","36.5280","139.9660","12月公開『アベンジャーズ／ドゥームズデイ』への布石となる新規シーンを追加した特別版。全国329館で期間限定上映。",""
"143","我々は宇宙人","","anime","new","千葉県・印西市","TOHOシネマズ","https://www.aeoncinema.com/cinema/makuhari/","chiba","2026-09-25","","","","","","","","","","","","","","","","","","","","一般2,200円/大学生1,500円/高校生以下1,000円(目安、劇場により異なる)","","","","","","","","映画.com","https://nothingnew.film/wearealiens/","https://nothingnew.film/wearealiens/","35.8026","140.1112","門脇康平監督の長編アニメ。平成の田舎町で出会った少年2人、30年にわたる友情を描く。カンヌ国際映画祭監督週間正式出品作。配給は東宝。",""
"144","デス≠キル／ゲーム","","jp-live","new","埼玉県・所沢市","TOHOシネマズ|イオンシネマ|109シネマズ|MOVIX|ユナイテッド・シネマ|T・ジョイ|USシネマ","https://www.tohotheater.jp/theater/010/","saitama","2026-10-02","","","","","","","","","","","","","","","","","","","","一般2,200円/大学生1,500円/高校生以下1,000円(目安、劇場により異なる)","","","","","","","","映画.com","https://deathkillgame.com/","https://deathkillgame.com/","35.7990","139.4690","深堀未来(BALLISTIK BOYZ)×木津つばさ映画初主演のデスゲームスリラー。賞金1億円をかけ廃校で殺人鬼「モンスター」から逃げる11人を描く。",""
"145","沖晴くんの涙を殺して","","jp-live","new","千葉県・柏市","TOHOシネマズ|イオンシネマ|109シネマズ|MOVIX|ユナイテッド・シネマ|T・ジョイ|USシネマ","https://www.tohotheater.jp/theater/010/","chiba","2026-10-02","","","","","","","","","","","","","","","","","","","","一般2,200円/大学生1,500円/高校生以下1,000円(目安、劇場により異なる)","","","","","","","","映画.com","https://okiharu-movie.jp/","https://okiharu-movie.jp/","35.8340","139.9660","余命1年の音楽教師と、津波で家族を失い喜び以外の感情を失った高校生との交流を描く。広瀬アリス主演、主題歌はTOMORROW X TOGETHER。配給は彩プロ。",""
"146","劇場版ダーウィンが来た！世界のネコのなかまたち","","doc|fam","new","群馬県・伊勢崎市","TOHOシネマズ|イオンシネマ|109シネマズ|MOVIX|ユナイテッド・シネマ|T・ジョイ|USシネマ","https://www.tohotheater.jp/theater/010/","gunma","2026-10-02","","","","","","","","","","","","","","","","","","","","一般2,200円/大学生1,500円/高校生以下1,000円(目安、劇場により異なる)","","","","","","","","映画.com","https://www.worldcat-darwin.com/","https://www.worldcat-darwin.com/","36.3010","139.1830","NHK「ダーウィンが来た！」放送20周年記念、映画化第6弾。世界のネコ科動物の生態に迫る。山田孝之・水瀬いのりが声優参加、エンディングテーマはMISIA。",""
"147","時給三〇〇円の死神","","jp-live","new","栃木県・宇都宮市","TOHOシネマズ|MOVIX|イオンシネマ|109シネマズ|ユナイテッド・シネマ|T・ジョイ|USシネマ","https://www.smt-cinema.com/site/utsunomiya/","tochigi","2026-10-02","","","","","","","","","","","","","","","","","","","","要問合せ","","","","","","","","ソニー・ピクチャーズ公式","https://gaga.ne.jp/jikyu-300movie/","https://gaga.ne.jp/jikyu-300movie/","36.4907","139.9065","生きる希望を失った大学生が死神のバイトを始める青春ファンタジー。西畑大吾×福本莉子W主演。原作は累計36万部の小説/漫画。配給ソニー・ピクチャーズ/ギャガ。",""
"148","本当にあった話（の話）","","jp-live","new","栃木県・宇都宮市","MOVIX|TOHOシネマズ|イオンシネマ|109シネマズ|ユナイテッド・シネマ|T・ジョイ|USシネマ","https://www.smt-cinema.com/site/utsunomiya/","tochigi","2026-10-02","","","","","","","","","","","","","","","","","","","","要問合せ","","","","","","","","Real Sound","https://www.honbana.com/","https://www.honbana.com/","36.4907","139.9065","鴻池留衣の小説を実写化。配偶者入れ替え連続殺人事件を題材にした舞台劇の主演をめぐる欲望と支配の連鎖を描く。水上恒司主演、竹村武司監督作。",""
"149","デューン 砂の惑星PART3","","foreign","new","神奈川県・川崎市川崎区","TOHOシネマズ|109シネマズ|イオンシネマ|ユナイテッド・シネマ|MOVIX|T・ジョイ|USシネマ","https://www.unitedcinemas.jp/urawa/","kanagawa","2026-12-18","","","","","","","","","","","","","","","","","","","","一般2,200円/大学生1,500円/高校生以下1,000円(目安、劇場により異なる)","","","","","","","","映画.com","https://eiga.com/movie/105854/","https://dune-movie-3.jp/","35.5308","139.6966","ティモシー・シャラメ主演のSF超大作、シリーズ完結篇。壮大な宇宙叙事詩がついに決着を迎える。東和ピクチャーズ・東宝配給で日米同時公開の話題作。",""
"150","劇場版 薬屋のひとりごと 亡妃の秘宝","","anime","new","埼玉県・富士見市","TOHOシネマズ|109シネマズ|イオンシネマ|ユナイテッド・シネマ|MOVIX|T・ジョイ|USシネマ","https://www.unitedcinemas.jp/urawa/","saitama","2026-12-11","","","","","","","","","","","","","","","","","","","","一般2,200円/大学生1,500円/高校生以下1,000円(目安、劇場により異なる)","","","","","","","","映画.com","https://eiga.com/movie/104923/","https://kusuriyanohitorigoto.jp/news/2520/","35.8462","139.5460","人気アニメシリーズ初の劇場版オリジナルストーリー。猫猫と壬氏が水上都市を舞台に、亡き妃の遺体に隠された謎と秘宝を追う完全新作ミステリー。",""
"151","ジュマンジ／オープンワールド","","foreign|fam","new","千葉県・市川市","TOHOシネマズ|109シネマズ|イオンシネマ|ユナイテッド・シネマ|MOVIX|T・ジョイ|USシネマ","https://www.unitedcinemas.jp/urawa/","chiba","2026-12-25","","","","","","","","","","","","","","","","","","","","一般2,200円/大学生1,500円/高校生以下1,000円(目安、劇場により異なる)","","","","","","","","映画.com","https://eiga.com/movie/106626/","","35.7241","139.9207","ドウェイン・ジョンソン、ジャック・ブラック、ケヴィン・ハート出演のシリーズ最終章。ゲーム内の異常事態が現実世界に飛び出す新展開。日米同時公開。",""
"152","キャット・イン・ザ・ハット","","foreign|fam","new","茨城県・ひたちなか市","TOHOシネマズ|109シネマズ|イオンシネマ|ユナイテッド・シネマ|MOVIX|T・ジョイ|USシネマ","https://www.unitedcinemas.jp/urawa/","ibaraki","2026-12-25","","","","","","","","","","","","","","","","","","","","一般2,200円/大学生1,500円/高校生以下1,000円(目安、劇場により異なる)","","","","","","","","映画.com","https://eiga.com/movie/104212/","https://catinthehat-movie.jp/news/","36.3915","140.5323","ワーナー・ブラザース・ピクチャーズ・アニメーション初の長編。引っ越し先に現れた騒動好きなネコが巻き起こすクリスマスのドタバタファミリーファンタジー。",""
